id,text,domain,category,FinalOff,FinalCB
 text,domain,category,FinalOff,FinalCB
 اي محاوله لاعاده تكليف سعد الحريري اكبر جريمه يرتكبها و و و وكل ناءب يءيد هذا الفاسد الفاشل فاشل,Celebrities,Intelligence,yes,yes
 عندي سءال هذا لاعب يستحق يلعب ف لاعب فاشل مالعبه ف حواري,Sports,Intelligence,yes,yes
 لا تزال طاءفه من امتي كلمات من الشيخ عبد الرزاق المهدي,News,Racial,no,no
 انت وحده من الثنتين يانك نايم طيله سنين يانك صاحي بس مجنون يعني لولا اله ثم حكمه الامير بعقد اتفاق عاجل مع وايجاد قواعد تركيه بقطر لكنت الان يالاجء يا تبيع بطيخ مثل ب قال السعوديه بعد استراتيجي لقطر قال ياعمي خلك نايم احسن 😀,News,Intelligence,yes,yes
 القدس عروس عروبتكم فما اشرفكم ابناء القحبه الشاعر العربي الكبير,News,Racial,yes,yes
 الشحاطه لا نقبل ان تهمونا بعدم الصدق واحنا حزب محترم 😎 ياحسن كبيركم قواد وقواد اصلي 👌 🏾,News,Sexual,yes,yes
 الهم اعز الاسلام والمسلمين,News,Racial,no,no
 ان من المنتظرين ي اخذه ي احول بي سي 🤒,Gaming,Appearance,no,no
 حملنا لعبتكم الفاشله,Gaming,Intelligence,yes,yes
 بعد اتصال بين رءيس المجلس الرءاسي فايز السراج والرءيس الجزاءري عبد العزيز تبون تعهد الاخير بارسال فريق هندسي جزاءري غدا لعاصمه طرابلس لمساهمه في صيانه شبكه الكهرباء وكذلك تعهد بربط المدن الحدوديه مع الشبكه العامه الجزاءريه لمساهمه في تخفيف ساعات طرح الاحمال,News,Racial,no,no
 ⁦ 🎙 ️ ⁩ كليني بيرلو لقد بدانا مءخرا بالتدرب تحت قيادته هذا موسم غريب وصعب وهناك بقايا صيف مجنون بعد التوقف ب,Sports,Intelligence,no,no
 شدتني هادي التغريده القذره فحبيت ابحث عن من هي لعدم سماعي عنها من قبل ولاسف البحث اظهر ما هو اقذر من التغريده اعلاميه تبحث عن الشهره بتبع فضاءح خلق اله وهذا يدل ع انك حثاله وقذره بحق نفسك وهذا جعلني اتشفع لكي بعدم الرد عليكي الا باله يشفيك يا حثاله خلق اله,Celebrities,Appearance,yes,yes
 فلسطين هي المعيار الحقيقي لعروبه وبوصله الدين ️ 👇,News,Racial,no,no
 اله يلعن شارب المالكي واعوانه الي يوم الدين بسيطه عزيزي يجيهم يوم وحقك وينسحلون بالشوارع والمحاكم بس يردلها صبر كلهم خونه وعبيد,News,Racial,yes,yes
 عاهره من بلادي يا عيب الشوم تفو ع قله الضمير الي عندك انتي يا بهيمه عم تصوري قدام جثمان بيروت,News,Sexual,yes,yes
 وهران امر بالحبس في حق المبلغ عن الفساد نوردين تونسي الذي فجر فضيه ادخال كغ كوكاين لجزاءر القناص 👀 😤,News,Racial,no,no
 هناك بوادر ان اعلام المقاومه استيقظ من سباته بعد ترك الساحه لنبيح كلاب جعجع موساد لاكثر من نصف عام,News,Appearance,yes,yes
 الكلب المدل لاسراءيل,News,Appearance,yes,yes
 اله يلعنك يا سولشاير يا غبي تطلع غرينود وتخلي مارشيال يا ناس المدرب تعبني واله,Sports,Intelligence,yes,yes
 لا اعلم ما الذي يحدث كيف لهم تبرير الخيانه بهذا الشكل كنا لا نعترف ولا نتشرف بوجود الشيء الذي يسمي اسراءيل,News,Appearance,yes,no
 ردا علي مقاطعه خلال المناظره الرءاسيه الاولي اخرس يا رجل,News,Appearance,yes,yes
 بدك المستشارين التجار يلي حوله و يلي ورطوه من قبل بالصفاقات والمحصات يخلوا يعمل عين العقل بس لاسف ما في نوي,Celebrities,Appearance,no,no
 وفاه الفنان السوداني ياسر عبد الطيف ونجوم سوريون ينعونه,Celebrities,Racial,no,no
 بارتوميو مصر انه ينهي من الاخر علي هالون اعدم برشلونه,Sports,Racial,no,yes
 جرني ابن الكلب حسبته ال,Gaming,Appearance,yes,yes
 كن عظيما في عين نفسك حتي لايكسرك شيءا في هذه الحياه ️ 🌕,Celebrities,Appearance,no,no
 نفس كلاب نابحه اذا شافتك ساكت وتجنبها زاد نباحهم وجعجعتها حتي يخيل لك انها من القوي العظمي والحقيقه,News,Appearance,yes,yes
 يابتاعه الدين اول شيء لازم تعلمينه المسلم من سلم الناس من لسانه ويده ثانيا فلتقل خيرا او لتصمت فهمتي,Celebrities,Racial,yes,no
 لو ما سمير جعجع ميشال عون ما كان رءيس حج تبكبك حكيم وبلا تفاه,News,Intelligence,yes,yes
 كوزو اوكاموتو ياباني غريب متل ما بيقول ابو الزلف بمسرحيه شي فاشل كوزو مش عربي وصل من روما مع رفاقه الي تل ابيب و نفذوا ما يعرف بعمليه مطار الد ب ايار يقول جيفارا ان مقاومه الظلم لا يحدها الانتماء لدين او عرق او مذهب,News,Racial,no,no
 فلسطيني ترك و الاحتلال و الاف الاسري في السجون الاسراءيليه و نقل السفاره الامريكيه لقدس وكل شي يتعلق بارضه وطلب سءال عن قضيه خاشقجي 👇,News,Racial,no,no
 رءاسه المجلس النيابي كل ما ينشر وينسب الي مصادر عين التينه في الموضوع الحكومي غير صحيح علي الاطلاق وبالاساس,Celebrities,Appearance,no,no
 بالنسبه الي ايران الايراني كان مسلم او كافر او يهودي اذا وصل الحكم اول ما يقوم به هو محاربه الدول العربيه,News,Racial,yes,yes
 المسلمون لا يطبقون اسلامهم كما يجب لذالك تجدهم يقاتلون بعضهم بعض لو اتبعوا ماورد في القران الكريم وما ورد عن الرسول محمد صلي اله عليه وسلم لذالك تجدنا نعادي اليهود ونكرهم سوا خرجوا من فلسطين او لم يخرجون,News,Racial,no,no
 شكله مجنون رسمي خلاص اتجنا,News,Intelligence,yes,yes
 هذا ليش بشرح عن هيك اشياء هاي القص الام بتعلمها لبنت بالبيت 😁 انت يا دكتور شو وضعك تحكي عن هيك مواضيع تخيلوا اطفالكم بشوفوا هذا الاشي علي التيك توك و اسف علي اني نشرت هيك اشي بس هذا لازم حد يوقفه عشان كثير تافه,News,Intelligence,yes,yes
 مجلس الوزراء عدم منح سمات الدخول الفيزا لجميع جنسيات العالم الا بعد موافق لجنه الطوارء الوزاريه لمكافحه فيروس كورونا,News,Sexual,no,no
 كانوا يعادون ايران لنفس السب ثم تبين لهم ان النظام الايراني لا يختلف عنهم في الاستبداد و الاجرام و التخلف,News,Intelligence,yes,yes
 الرسول صلي اله عليه وسلم كان يتعامل مع اليهود وين المشكله بعض العرب يهودي اكثر من اليهود وخاين,News,Racial,yes,yes
 اه بس انا مصري فقير نلعب دي بقي,Gaming,Racial,no,no
 يغتال امال في الاسيويه,Sports,Racial,no,no
 لا حبيبي جلال تضحك علي السذج حمير الاخوان ولا علاقتها معروفه تصنع وتمهد وتصدر وتدعم اسراءيل بالعلن,News,Intelligence,yes,yes
 انتو زي فيفي عبده بتروح عالحج كل سنه عشان تكفر ذنوب الرقص متخلفين,News,Intelligence,yes,yes
 الاسيوي فاشل وما حدث ف وطريقه تعاملهم مع نادي يءكد هذا الفشل من المءسف ان اتحاد اكبر قارات العالم ينتظر لانتشار بين لاعبين ولاعبين بقيه الانديه المشاركه بدون اتخاذ اي قرار حاسم سوي في استبعاد الهلال او تاجيل المباريات من اجل سلامه الجميع,News,Intelligence,yes,yes
 نشهد انه اصيل وفي ولاهي غريبه عسي عين شعبه ما تبچيه وعسي عينا ما تبجيكم يا اهل 🇶 🇦 ️,News,Appearance,no,no
 هذا الجنرال عون شخصيه عدوانيه معرقله انتهازيه وتاريخه يشهد عليه بهذه الصفات سواء قبل الطاءف او بعد اغتيال الحريري وقبل الرءاسه وخلال فتره الرءاسه,Celebrities,Racial,yes,yes
